"incident_guid","b_esn","b_name","day","month","start","stop","cam_count","inc_cams","drop_type","duration_sum","avg"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","10061b7d","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","1006aa63","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","1006d2f7","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","1006f0e7","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","10070a3b","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","10072378","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","10076085","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","10078ac7","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","10078b76","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","1008902e","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","10089161","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","100891b3","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","1008a9ca","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","1008e8fb","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","1009833f","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","1009cfff","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","1009ddde","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","100a321f","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
"100a54e92019-10-14 08:38:18","100a54e9","DFW1 - 29290","100aaf1b","14","10","2019-10-14 08:38:18","2019-10-14 08:38:53","46","43","bridge","1610","37"
